bath,balcony,price,total_sqft_int,bhk,location_Bhaktapur,location_Kathmandu,location_Lalitpur,availability_Apr,availability_Aug,availability_Dec,availability_Feb,availability_Jan,availability_Jul,availability_Jun,availability_May,availability_Nov,availability_Oct,availability_Ready To Move,availability_Sep,availability_This Month
2.0,1,142.4,1550,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,104.0,1149,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,108.8,1200,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,142.4,1693,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,3,208.0,1380,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,144.0,1303,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,72.64,762,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,155.2,1345,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,137.6,1180,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,2,272.0,2008,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,88.0,1020,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,227.2,2095,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,137.6,1367,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,480.0,3205,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,144.0,1674,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,1,321.6,2425,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,1,521.6,3033,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,115.2,780,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,176.0,1250,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,76.8,620,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,180.8,1691,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,124.784,1300,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,32.0,500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,176.0,1917,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,204.8,2041,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,176.0,1650,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,96.0,1100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,136.0,1044,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,120.0,1424,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,112.0,1160,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,2,148.8,1257,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,192.0,1790,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,332.8,3450,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,123.6,1183,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1,79.792,1020,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.0,3,387.2,2380,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,166.4,1536,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,56.64,664,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,187.2,1680,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,128.0,1512,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,115.2,1365,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,3,145.696,1328,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,2,141.6,1180,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,1,448.0,3602,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.0,1,232.0,2400,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,3,104.0,1166,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,153.6,1520,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1,128.0,1309,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,123.2,1050,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,152.0,1645,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,148.8,1730,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,102.176,1205,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2,132.88,1510,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,1,552.0,3436,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,1,228.8,2400,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,2,187.2,1998,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,240.0,1804,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,129.6,1350,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,112.0,1395,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,2,536.0,3197,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,208.0,1703,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.0,2,145.2,1650,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,1,320.0,2666,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,128.0,1200,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,89.6,973,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,63.984,800,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,1,160.0,1567,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,104.0,1057,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,87.2,957,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,20.8,460,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,208.0,1392,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,120.0,1221,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,3,104.0,1209,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,1,161.6,1929,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,3,104.0,1275,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,104.928,1128,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1,120.0,1040,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,312.0,2388,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,156.16,1355,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,56.0,630,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,104.0,900,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,140.8,1495,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,104.0,1256,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,14.4,450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,160.0,1810,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1,118.4,1130,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,134.192,1407,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,208.0,1785,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,384.0,2900,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,41.6,812,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,160.0,1564,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,49.344,700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,99.2,1200,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,104.0,720,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,200.0,1600,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,144.0,1558,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1,120.0,1216,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1,91.2,1075,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,184.0,1800,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,21.216,552,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,80.0,905,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,88.0,1056,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,164.8,1547,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,2,288.0,1856,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,216.0,2357,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,104.0,1240,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,120.0,1360,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,331.2,2266,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,124.8,1210,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1,216.0,1464,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,128.0,1365,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,3,400.0,3000,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,120.0,1200,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2,273.6,1707,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,120.0,1174,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,52.8,565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,44.8,635,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,104.64,1128,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1,99.808,1195,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,0,168.0,1350,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,124.8,1300,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,105.6,1200,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,108.8,1215,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,320.0,2003,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,37.6,420,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,185.6,1832,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,136.0,1165,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,184.0,2087,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,0,146.968,1732,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,168.0,1418,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,1,480.0,3071,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,133.984,1580,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,134.448,1216,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1,88.0,1040,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,268.8,1860,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,112.0,1240,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,2,392.0,2500,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,192.0,1950,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,116.0,1216,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1,137.6,1336,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,3,160.0,1517,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,176.0,1110,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,124.8,1115,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,160.0,1209,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,152.0,1500,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2,193.6,1919,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,1,138.88,1640,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,112.0,1180,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,192.0,1691,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,28.8,500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,192.0,1668,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,56.0,700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,25.6,500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,54.4,648,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,1,200.0,2400,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,168.0,1397,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2,272.0,2710,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,201.6,1720,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,56.0,697,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,256.0,1835,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,0,127.144,1532,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.0,0,424.0,3400,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,152.0,1270,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,96.0,1035,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,164.8,1929,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,115.2,1100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,140.8,1465,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,120.0,1280,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,227.2,1837,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,2,128.0,1293,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,96.0,1000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,47.2,800,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,57.968,682,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,2,192.0,1850,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2,184.0,1702,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,126.4,1250,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,200.0,1580,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,91.2,1090,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,1,528.0,3600,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,1,152.0,1797,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,2,156.8,1560,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,108.8,1200,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,190.4,1816,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2,200.0,1680,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,137.6,980,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,143.84,1290,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,256.0,2320,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,158.352,1720,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,171.2,1780,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,83.2,1150,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,310.4,2732,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2,152.0,1600,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,152.0,1840,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,640.0,5400,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,120.0,1169,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,176.0,1683,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,136.0,1386,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,1,280.0,1720,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,144.0,1655,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,1,172.8,1655,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,156.8,1763,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1,126.4,1240,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,208.0,1826,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,136.0,1290,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,88.0,933,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.0,2,176.0,1719,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,140.8,1350,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1,120.0,1200,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,422.4,3000,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1,128.0,1216,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1,123.68,1183,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.0,2,216.0,2087,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,108.8,1230,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,163.2,1817,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,3,198.4,1180,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,28.0,500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,1,688.0,4560,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,120.0,1450,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,0,480.0,3000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,161.6,1340,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,1,94.4,984,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,0,56.0,700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,100.8,1108,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,179.2,1762,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,2,200.0,1560,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,150.4,1650,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,3,115.2,1186,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,160.0,1245,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,2,289.6,2500,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,152.0,1441,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2,232.0,1825,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,102.4,1190,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,100.8,1130,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,2,140.48,1430,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,1,120.0,1508,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1,96.0,1046,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,264.0,1903,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,320.0,2996,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,136.0,1416,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,376.0,3800,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,121.888,1384,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,118.4,1415,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,120.0,1030,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,121.6,1186,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,164.8,1823,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,3,144.0,1310,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,120.0,1455,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,120.0,1172,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,130.48,1559,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1,118.4,1174,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,104.0,1140,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,200.0,1603,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,112.0,1278,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,1,419.2,3496,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,110.4,1275,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,2,472.0,3750,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,120.0,1450,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,131.2,1210,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,3,248.0,1623,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,105.6,1017,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,35.2,605,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,126.4,1450,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,1,326.4,2100,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,2,272.0,2439,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,104.0,1100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,171.2,2125,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,2,104.0,1270,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,110.4,1246,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,102.4,991,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,72.0,600,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,152.0,1844,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,380.8,2648,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,139.2,1500,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,53.832,801,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3,128.0,1540,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,400.0,2400,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,2,414.4,2733,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1,54.4,664,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,320.0,1907,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,128.0,1330,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,464.0,3335,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,152.0,1320,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,0,300.8,2630,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,3,200.0,1890,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,3,208.0,1680,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,240.0,2200,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,168.0,1595,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,152.0,1092,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,116.8,1340,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,141.76,1450,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.0,1,176.0,1862,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,112.0,1113,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2,304.0,1900,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,104.0,1221,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,92.8,1065,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
